date,000300.SH,000905.SH,000906.SH
20050929,1.3562,2.2211,1.6054
20050930,0.1547,-0.2045,0.0533
20051010,-1.0978,-1.2376,-1.1518
20051011,1.3666,2.3144,1.6366
20051012,0.4094,1.0343,0.5894
20051013,-0.7565,-0.48,-0.6843
20051014,-1.2734,-0.8373,-1.1497
20051017,-0.7963,0.3087,-0.4803
20051018,0.5284,1.7004,0.8711
20051019,-0.4014,-0.8263,-0.5326
20051020,0.1303,0.0267,0.0994
20051021,0.4999,0.9561,0.6234
20051024,0.2475,0.305,0.164
20051025,-1.3655,-2.2478,-1.6185
20051026,-2.0634,-2.6834,-2.3006
20051027,0.0033,-0.7535,-0.2421
20051028,-0.9271,-2.6581,-1.4918
20051031,0.9857,0.4358,0.8112
20051101,-0.3899,-0.6433,-0.4731
20051102,1.1013,2.0633,1.3724
20051103,-0.8955,-1.3578,-1.024
20051104,0.4329,0.7499,0.5036
20051107,-0.1233,0.8238,0.1057
20051108,0.484,0.827,0.5693
20051109,-0.2577,-0.4541,-0.3151
20051110,-1.852,-2.8211,-2.1336
20051111,0.2111,0.3272,0.2489
20051114,-0.3054,0.4385,-0.119
20051115,-0.6396,-0.8553,-0.6874
20051116,0.7569,0.7558,0.7577
20051117,-0.0534,-0.1083,-0.0659
20051118,2.2701,2.1726,2.2452
20051121,0.1848,0.3816,0.1551
20051122,-1.6127,-1.7931,-1.6699
20051123,0.7603,0.763,0.758
20051124,0.6008,0.4274,0.5487
20051125,0.2963,-0.0676,0.1957
20051128,-0.4454,-0.3315,-0.4125
20051129,-1.0063,-1.3523,-1.1042
20051130,0.2886,0.3017,0.2862
20051201,-0.0867,-0.1576,-0.0958
20051202,-0.3586,-1.2472,-0.5939
20051205,-1.187,-2.5601,-1.5707
20051206,0.7521,0.2449,0.6114
20051207,0.8963,0.9889,0.9261
20051208,0.0249,-0.1508,-0.0179
20051209,1.5219,1.6931,1.5766
20051212,0.1307,0.6492,0.2812
20051213,0.0656,0.0416,0.073
20051214,1.0181,0.9277,0.985
20051215,-0.1914,-0.5975,-0.3003
20051216,0.6835,0.8456,0.7399
20051219,0.0387,0.021,0.066
20051220,0.4882,0.1686,0.3941
20051221,-0.46,-0.6402,-0.4917
20051222,0.6212,0.5702,0.6098
20051223,0.7853,1.2072,0.9007
20051226,0.7084,0.8964,0.7602
20051227,-0.3272,0.1591,-0.1777
20051228,0.1696,0.3136,0.2095
20051229,1.2066,1.113,1.4875
20051230,-0.9206,-0.7633,-0.8302
20060104,1.9467,1.3485,1.776
20060105,1.8808,1.2621,1.713
20060106,1.1362,1.0431,1.1169
20060109,0.5382,1.4718,0.7924
20060110,0.2975,0.6765,0.4086
20060111,-0.4781,-0.5153,-0.4935
20060112,1.0518,2.3082,1.3796
20060113,-0.4988,0.5476,-0.2138
20060116,-1.7746,-1.3048,-1.6408
20060117,0.2965,-0.1144,0.1873
20060118,2.0048,2.1601,2.0449
20060119,0.7727,1.1475,0.8731
20060120,0.2137,0.3007,0.2355
20060123,0.2841,0.8711,0.4442
20060124,0.2942,-0.0745,0.1866
20060125,1.0514,-0.2672,0.6824
20060206,2.3412,2.4142,2.3662
20060207,-0.3191,0.0677,-0.2166
20060208,0.3044,0.1395,0.259
20060209,-1.3042,-1.3598,-1.3183
20060210,1.2493,1.1576,1.215
20060213,-0.07,-0.3472,-0.1473
20060214,0.6705,0.886,0.7256
20060215,0.3013,0.0106,0.2242
20060216,-2.0678,-2.7958,-2.256
20060217,0.0242,-0.8968,-0.2132
20060220,0.1246,-0.6556,-0.0692
20060221,1.6813,1.722,1.6945
20060222,-0.0896,-0.0073,-0.0652
20060223,0.3361,-0.1276,0.2139
20060224,0.775,0.8804,0.8023
20060227,-0.1524,-0.3912,-0.2173
20060228,0.4929,0.1398,0.396
20060301,0.3427,0.7609,0.4527
20060302,-1.6991,-1.9235,-1.7469
20060303,0.2899,0.1141,0.2538
20060306,-0.2692,-0.2206,-0.2593
20060307,-2.3006,-2.4965,-2.3427
20060308,-0.5618,-0.4034,-0.5235
20060309,-0.4882,-0.5082,-0.4877
20060310,0.4533,0.1688,0.3808
20060313,1.087,0.7416,0.9939
20060314,-0.1561,0.345,-0.0227
20060315,1.0494,1.1772,1.0766
20060316,-0.1304,0.3006,-0.0207
20060317,-0.3504,-0.1902,-0.3013
20060320,1.3324,1.3153,1.3233
20060321,0.2986,0.3963,0.3231
20060322,0.6638,1.272,0.8191
20060323,0.0831,0.8953,0.3039
20060324,-0.5661,-0.67,-0.5919
20060327,0.7775,1.0144,0.8352
20060328,0.502,1.0535,0.6436
20060329,0.8818,0.3202,0.7246
20060330,-0.9068,-1.0772,-0.9524
20060331,0.5167,1.347,0.7233
20060403,1.7184,2.5531,1.9417
20060404,0.931,1.2011,1.0038
20060405,0.9729,1.0169,0.9848
20060406,0.297,0.4794,0.346
20060407,-0.0075,1.3682,0.3631
20060410,1.3376,2.1168,1.5496
20060411,0.4829,0.3382,0.4433
20060412,-0.5551,0.0994,-0.3762
20060413,-2.0722,-2.9947,-2.3255
20060414,2.2563,2.3989,2.3327
20060417,0.5191,0.4898,0.524
20060418,0.6107,0.3856,0.5598
20060419,0.6152,0.267,0.5577
20060420,-0.3391,-0.8004,-0.4565
20060421,1.3026,0.9796,1.2217
20060424,-0.5622,-0.7412,-0.6109
20060425,-0.0672,0.7935,0.1668
20060426,1.2081,1.2467,1.2186
20060427,-0.0396,0.7619,0.1798
20060428,1.4784,1.4543,1.4581
20060508,3.9321,3.4198,3.7911
20060509,2.722,3.1647,2.8434
20060510,1.1443,1.9274,1.3597
20060511,-0.8609,-0.306,-0.7074
20060512,3.2845,3.7087,3.4026
20060515,4.3123,4.7712,4.4404
20060516,-1.5551,-3.494,-2.0982
20060517,0.3302,1.6206,0.6863
20060518,-0.3236,0.7005,-0.0384
20060519,2.6214,2.8189,2.6771
20060522,0.5546,1.5451,0.834
20060523,-4.0781,-4.3694,-4.1608
20060524,-0.7143,-1.3168,-0.8851
20060525,-0.0417,1.2399,0.3195
20060526,1.7835,2.3082,1.9328
20060529,2.65,2.3624,2.5678
20060530,0.9123,1.6589,1.1251
20060531,-0.965,-0.582,-0.8553
20060601,2.7411,3.8086,3.0475
20060602,-0.9098,0.1389,-0.6065
20060605,0.9386,1.8197,1.1952
20060606,-0.2866,-0.9325,-0.4758
20060607,-5.6398,-6.7762,-5.9713
20060608,0.4352,0.3844,0.4205
20060609,-2.3978,-2.1509,-2.3264
20060612,0.2693,0.4531,0.3225
20060613,0.0467,0.6613,0.2247
20060614,-1.1089,-1.0024,-1.0779
20060615,0.1172,0.3307,0.1795
20060616,2.5382,2.2239,2.4465
20060619,1.2809,1.1274,1.2362
20060620,0.2495,1.2096,0.5287
20060621,-0.3505,-0.3112,-0.3391
20060622,-0.1484,0.055,-0.0888
20060623,0.5928,1.3629,0.8186
20060626,1.7893,1.8612,1.8105
20060627,0.0354,0.5181,0.1778
20060628,-0.0741,-0.1975,-0.1107
20060629,2.3655,1.804,2.1992
20060630,-0.0832,-0.1458,-0.1016
20060703,1.8914,1.8892,1.8908
20060704,-0.6558,-0.3454,-0.5671
20060705,-1.276,-0.7412,-1.1224
20060706,1.8425,2.7724,2.1104
20060707,-0.5812,0.1349,-0.3737
20060710,0.1202,0.5701,0.2514
20060711,0.4568,0.7615,0.546
20060712,0.044,0.0139,0.0352
20060713,-5.1516,-6.5479,-5.5607
20060714,0.8202,0.7322,0.7947
20060717,1.1145,1.6543,1.2709
20060718,0.0847,0.7893,0.2894
20060719,-2.6774,-2.2725,-2.5601
20060720,0.6397,0.8188,0.6917
20060721,0.8058,0.5812,0.7404
20060724,0.1541,0.2392,0.1788
20060725,1.1816,1.4409,1.2569
20060726,-0.2092,0.3749,-0.0393
20060727,-1.1485,-1.1355,-1.1448
20060728,-1.044,-0.9589,-1.0191
20060731,-3.5087,-4.495,-3.7969
20060801,-0.9481,-1.1327,-1.0017
20060802,-0.5436,-0.4999,-0.5309
20060803,-0.2623,-0.0501,-0.2054
20060804,-2.3461,-3.31,-2.6259
20060807,-1.4338,-2.292,-1.6809
20060808,2.3106,3.1173,2.5417
20060809,-0.0869,0.1762,-0.0111
20060810,1.6123,1.7368,1.6482
20060811,0.3288,0.4936,0.3764
20060814,-2.3465,-2.9444,-2.5191
20060815,1.6169,1.954,1.7123
20060816,1.3986,1.7314,1.493
20060817,-0.9302,-0.8239,-0.9
20060818,-0.2958,-0.7752,-0.4322
20060821,0.2126,0.5827,0.3176
20060822,1.1574,1.1398,1.1524
20060823,0.0321,-0.3739,-0.0834
20060824,0.5228,0.949,0.6436
20060825,0.2349,0.2962,0.2523
20060828,2.3511,2.5492,2.4075
20060829,0.3214,-0.0605,0.2126
20060830,0.3395,0.8393,0.4815
20060831,0.3014,0.765,0.4337
20060901,-1.5384,-1.8886,-1.6387
20060904,1.4524,2.2379,1.6769
20060905,0.2572,0.3847,0.2938
20060906,0.424,0.4598,0.4344
20060907,-1.3362,-1.6366,-1.4226
20060908,0.2843,0.0962,0.2304
20060911,0.4956,0.5434,0.5093
20060912,0.6636,0.392,0.5858
20060913,-0.6866,-1.4585,-0.9073
20060914,-0.0081,0.1196,0.0282
20060915,1.7966,1.1508,1.6129
20060918,0.9719,1.5663,1.1403
20060919,0.1996,0.333,0.2376
20060920,0.0109,0.286,0.0892
20060921,0.6464,0.3071,0.5497
20060922,-0.9023,-0.8256,-0.8804
20060925,-0.1784,0.3241,-0.0354
20060926,-1.075,-0.4013,-0.8824
20060927,0.9922,0.9448,0.9786
20060928,1.1585,0.8422,1.0677
20060929,1.1725,1.0116,1.1264
20061009,2.338,1.8518,2.199
20061010,0.0815,0.5878,0.2259
20061011,-0.0932,0.1665,-0.0189
20061012,-0.6551,-1.5181,-0.9024
20061013,0.3072,0.5468,0.3754
20061016,-0.8642,-0.5569,-0.7765
20061017,-0.2868,0.0909,-0.179
20061018,1.6363,1.2803,1.5343
20061019,0.1241,0.5533,0.2468
20061020,0.0559,-0.5933,-0.1303
20061023,-2.1849,-3.1854,-2.4705
20061024,2.2247,2.5866,2.3273
20061025,0.4702,-0.7092,0.1348
20061026,0.6407,-0.5882,0.2983
20061027,-1.1706,-1.6978,-1.3162
20061030,0.4996,-0.1989,0.3071
20061031,1.2608,0.9444,1.174
20061101,1.0199,0.4462,0.8637
20061102,0.0167,-0.1738,-0.0349
20061103,0.5836,0.2477,0.4926
20061106,1.3169,-0.5839,0.8037
20061107,0.5447,-0.9709,0.1407
20061108,-1.1827,-0.2754,-0.9432
20061109,1.7716,1.0788,1.5875
20061110,-1.3545,-2.5354,-1.6634
20061113,-1.8804,-3.5488,-2.3135
20061114,1.2195,1.1093,1.1913
20061115,2.7438,1.555,2.4393
20061116,-0.096,-1.4666,-0.4441
20061117,1.8781,0.9619,1.6479
20061120,1.9893,-0.6834,1.3224
20061121,1.1983,0.7518,1.0891
20061122,0.7306,1.5656,0.9345
20061123,0.6703,0.5665,0.6448
20061124,0.1019,1.5043,0.4463
20061127,0.93,2.2865,1.2667
20061128,-0.4714,0.6464,-0.1907
20061129,1.4068,1.2566,1.3688
20061130,2.8322,1.6793,2.542
20061201,0.8671,0.332,0.7335
20061204,2.9789,2.0863,2.757
20061205,0.7578,0.7372,0.7527
20061206,-0.826,-1.5709,-1.0103
20061207,-0.2078,-0.9842,-0.399
20061208,-3.6115,-3.7801,-3.6528
20061211,4.577,3.1874,4.237
20061212,0.7187,0.3283,0.6244
20061213,0.0592,0.5074,0.1672
20061214,1.7899,1.6776,1.7627
20061215,1.7152,1.6487,1.6991
20061218,2.5954,1.6307,2.3622
20061219,0.2785,0.4256,0.3138
20061220,0.786,1.8248,1.0356
20061221,-1.4233,-1.0604,-1.3354
20061222,-0.6989,-0.5172,-0.6547
20061225,2.2926,0.9501,1.9658
20061226,-0.0447,-1.0339,-0.2826
20061227,2.3031,0.6803,1.9153
20061228,-0.1485,-1.9442,-0.5724
20061229,3.0867,1.2566,2.6609
20070104,1.2761,-0.1425,0.9605
20070105,0.2802,2.7145,0.8121
20070108,2.8305,4.6027,3.2249
20070109,3.215,2.1548,2.9767
20070110,2.5399,2.588,2.5517
20070111,-1.0788,0.5876,-0.7034
20070112,-2.5937,-3.6104,-2.8234
20070115,5.2258,5.5685,5.3027
20070116,2.9087,3.4471,3.0309
20070117,-1.9093,-0.9423,-1.6888
20070118,0.3536,2.444,0.8341
20070119,3.4094,3.5597,3.4445
20070122,3.974,4.6002,4.1206
20070123,0.675,0.1239,0.5465
20070124,1.1283,0.9687,1.0913
20070125,-3.2959,-4.793,-3.6418
20070126,2.4499,0.5533,2.0169
20070129,2.5466,3.3997,2.7378
20070130,-0.9714,-0.2061,-0.7989
20070131,-6.5265,-5.0111,-6.1828
20070201,0.4124,1.0506,0.559
20070202,-4.0569,-1.7688,-3.5287
20070205,-1.1404,1.1822,-0.5945
20070206,1.9475,2.1368,1.9928
20070207,2.3206,1.8062,2.1973
20070208,1.7223,1.8097,1.7432
20070209,-0.5541,0.3922,-0.3279
20070212,3.677,2.3473,3.3565
20070213,1.4983,1.8404,1.58
20070214,2.6052,2.1727,2.5016
20070215,3.1017,3.1381,3.1104
20070216,0.3036,1.1546,0.5073
20070226,1.1559,3.9626,1.8312
20070227,-9.2398,-8.9527,-9.1692
20070228,3.5434,4.4879,3.7761
20070301,-2.7913,-2.1492,-2.6319
20070302,1.4225,1.7957,1.5155
20070305,-1.3203,0.3291,-0.908
20070306,1.8051,0.1627,1.389
20070307,2.7435,2.5673,2.6994
20070308,1.475,2.1035,1.6321
20070309,-0.6179,0.1202,-0.4326
20070312,0.183,2.2157,0.6966
20070313,0.9173,1.1481,0.9764
20070314,-1.6216,-0.6881,-1.3817
20070315,1.8553,1.9255,1.8733
20070316,-1.5619,-1.8104,-1.6255
20070319,2.1191,1.4983,1.9604
20070320,0.5023,2.1529,0.9225
20070321,1.1159,1.7181,1.2712
20070322,0.3228,0.0749,0.2586
20070323,0.1823,1.2881,0.4682
20070326,1.7586,3.1419,2.1192
20070327,0.7232,1.6889,0.9774
20070328,0.4894,-1.1594,0.0517
20070329,-0.5127,-3.6453,-1.3334
20070330,-0.0546,1.0807,0.2363
20070402,2.4561,2.3091,2.4181
20070403,1.3336,1.6312,1.4105
20070404,0.8208,1.1977,0.9188
20070405,1.141,1.7617,1.3024
20070406,0.9155,1.5848,1.0905
20070409,2.2262,1.8067,2.1162
20070410,1.4284,0.655,1.2267
20070411,1.29,1.4784,1.3388
20070412,1.7659,2.3466,1.9167
20070413,-0.2268,-0.8496,-0.3893
20070416,2.7377,2.9606,2.7955
20070417,0.8479,2.8961,1.3806
20070418,0.6364,2.5715,1.1464
20070419,-4.6663,-5.8617,-4.9834
20070420,4.4116,5.1986,4.618
20070423,4.3181,4.6444,4.4042
20070424,0.4045,1.0354,0.5713
20070425,0.0895,-0.4284,-0.0483
20070426,1.3137,1.2673,1.3014
20070427,-0.66,-0.1935,-0.5363
20070430,2.541,1.5049,2.2658
20070508,3.5777,4.8017,3.8995
20070509,0.4136,0.1954,0.3558
20070510,0.6277,0.7064,0.6485
20070511,-0.5879,-0.4525,-0.552
20070514,0.8591,0.5943,0.7895
20070515,-3.4753,-3.2669,-3.4206
20070516,2.6536,2.985,2.7409
20070517,2.1165,2.5199,2.223
20070518,-0.0523,0.3144,0.0446
20070521,1.4514,3.0452,1.8738
20070522,1.0191,2.1919,1.3333
20070523,1.7687,2.7466,2.033
20070524,-0.4874,-0.2311,-0.4175
20070525,1.6711,1.7093,1.6815
20070528,2.1912,2.4053,2.2496
20070529,2.3501,1.9309,2.2363
20070530,-6.7613,-8.1869,-7.1472
20070531,1.0676,-4.2299,-0.3513
20070601,-3.1568,-7.2014,-4.1981
20070604,-7.69,-8.6292,-7.9242
20070605,3.5086,1.14,2.9234
20070606,1.1816,2.1036,1.4053
20070607,3.3915,5.3476,3.8694
20070608,0.9353,1.6791,1.1197
20070611,2.4491,2.5403,2.4719
20070612,2.6513,2.7746,2.6821
20070613,2.0356,3.6529,2.4402
20070614,-1.0307,-1.3849,-1.1203
20070615,0.578,0.1056,0.4587
20070618,3.127,2.8415,3.0551
20070619,0.6016,2.024,0.9591
20070620,-2.2431,-2.9325,-2.4183
20070621,0.9544,-0.4943,0.5891
20070622,-3.475,-5.7441,-4.0415
20070625,-4.2907,-6.5791,-4.8514
20070626,1.3055,1.9927,1.4709
20070627,2.8581,2.3827,2.7438
20070628,-4.5035,-6.5717,-4.9989
20070629,-2.4477,-4.59,-2.9523
20070702,-0.1706,1.654,0.2426
20070703,1.9845,1.6439,1.9063
20070704,-2.3131,-2.2185,-2.2915
20070705,-5.5067,-6.6898,-5.7783
20070706,4.8863,6.2481,5.1959
20070709,2.9922,3.3507,3.0746
20070710,-1.1954,-2.8431,-1.5753
20070711,0.3775,1.3068,0.5889
20070712,0.7137,0.489,0.6621
20070713,0.0839,-0.4176,-0.031
20070716,-3.1977,-3.3858,-3.2407
20070717,2.4793,2.2173,2.4195
20070718,0.4729,0.3866,0.4533
20070719,-0.0152,0.4398,0.0885
20070720,4.3312,4.0783,4.2733
20070723,4.6537,5.1744,4.7725
20070724,0.1114,0.2066,0.1332
20070725,2.2615,2.8501,2.3966
20070726,1.1214,2.0467,1.3346
20070727,0.092,1.8823,0.5079
20070730,2.395,1.9515,2.2907
20070731,1.1398,1.1599,1.1445
20070801,-3.8131,-5.5057,-4.2091
20070802,3.3962,4.2218,3.5867
20070803,3.656,1.6426,3.1885
20070806,2.2966,2.1846,2.271
20070807,0.4371,-0.7593,0.1638
20070808,-1.195,-1.6714,-1.3029
20070809,2.3393,1.0609,2.0508
20070810,-1.0592,-2.0992,-1.2917
20070813,-0.1162,-0.438,-0.1874
20070814,1.5754,2.4584,1.7701
20070815,0.0664,-0.5277,-0.0647
20070816,-1.6006,0.5929,-1.1194
20070817,-2.0195,-1.083,-1.8102
20070820,5.5947,4.0923,5.2575
20070821,1.7866,1.197,1.6557
20070822,1.5882,1.2924,1.5228
20070823,1.6676,1.0412,1.5293
20070824,1.5898,0.1925,1.2828
20070827,0.49,-0.3881,0.299
20070828,0.1645,0.1111,0.1529
20070829,-1.5223,-0.5994,-1.3229
20070830,1.342,3.0261,1.7084
20070831,1.0605,1.1134,1.0722
20070903,2.31,2.2704,2.3013
20070904,-1.0857,-0.5651,-0.9715
20070905,0.0544,0.6064,0.1758
20070906,0.9096,1.0934,0.9502
20070907,-2.1663,-2.493,-2.2385
20070910,1.5568,2.0187,1.6585
20070911,-4.7074,-6.363,-5.0736
20070912,1.5371,1.1118,1.4444
20070913,2.8276,2.1358,2.6773
20070914,0.8843,1.3141,0.9772
20070917,1.883,2.2465,1.9618
20070918,-0.4013,0.9637,-0.1046
20070919,-1.0512,-1.3174,-1.1096
20070920,1.3959,0.9938,1.3077
20070921,-0.488,-0.9891,-0.5976
20070924,0.8375,0.5148,0.7672
20070925,-1.0751,-0.8244,-1.0206
20070926,-1.7159,-1.6066,-1.6921
20070927,1.243,0.8149,1.1497
20070928,2.8218,2.2309,2.6934
20071008,1.2959,0.0973,1.0368
20071009,0.4032,1.0474,0.5412
20071010,0.1732,-0.6377,-0.0014
20071011,1.3071,-2.0278,0.5951
20071012,-0.3968,-2.2797,-0.7883
20071015,1.4681,-0.0162,1.1643
20071016,0.9578,1.083,0.9822
20071017,-0.9032,-0.2837,-0.7819
20071018,-3.5777,-2.3344,-3.332
20071019,-0.03,-0.0106,-0.0262
20071022,-2.5184,-2.6103,-2.5368
20071023,1.2318,0.0092,0.9906
20071024,0.865,-1.964,0.3122
20071025,-4.5494,-7.5085,-5.1154
20071026,1.1439,-0.5304,0.8353
20071029,2.1048,1.4151,1.9807
20071030,1.5923,2.3209,1.7227
20071031,1.6525,3.6883,2.0192
20071101,-1.4645,-2.6171,-1.6756
20071102,-2.3603,-2.2899,-2.3476
20071105,-2.0579,0.7447,-1.5493
20071106,-0.7976,0.7597,-0.5085
20071107,0.6221,-0.2083,0.4658
20071108,-4.8024,-4.1088,-4.6726
20071109,-1.0433,-1.2463,-1.0816
20071112,-1.2354,-1.3166,-1.2507
20071113,-0.7836,0.3892,-0.5628
20071114,4.1837,3.6331,4.079
20071115,-1.2588,-1.2498,-1.2571
20071116,-1.4456,0.1549,-1.1432
20071119,-0.2645,2.2776,0.2143
20071120,1.501,1.3539,1.4727
20071121,-1.4156,-1.4469,-1.4216
20071122,-4.5022,-4.5286,-4.5073
20071123,1.7505,1.9612,1.7911
